19:58:50.492 [main] ERROR com.stormpath.App - Enter...
19:58:50.497 [main] INFO  com.stormpath.service.ServiceProvider - Enter...setContext()
21:28:08.535 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@3975c884password: 12ab
21:28:08.535 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:28:08.535 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:28:08.535 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:28:08.536 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: 12345
21:28:08.536 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:28:08.536 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:28:08.536 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:28:08.536 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:28:08.536 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:28:08.536 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:28:08.536 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:28:08.536 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.536 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.536 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@63bf6f94password: 12345
21:28:08.536 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:28:08.536 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:28:08.536 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:28:08.536 [main] INFO  com.stormpath.service.PasswordValidator - validating rule: Password must not contain any sequence of characters immediately followed by the same sequence
21:28:08.536 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validateCustom: customized rule: Password must not contain any sequence of characters immediately followed by the same sequence, password: 12345
21:28:08.536 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:28:08.536 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.537 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:28:08.537 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: 12345678901
21:28:08.537 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:28:08.537 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:28:08.537 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:28:08.537 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:28:08.537 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:28:08.537 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:28:08.537 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:28:08.537 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.537 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.537 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@3a67ba87password: 12345678901
21:28:08.537 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:28:08.537 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:28:08.537 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:28:08.537 [main] INFO  com.stormpath.service.PasswordValidator - validating rule: Password must not contain any sequence of characters immediately followed by the same sequence
21:28:08.537 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validateCustom: customized rule: Password must not contain any sequence of characters immediately followed by the same sequence, password: 12345678901
21:28:08.537 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:28:08.537 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.538 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:28:08.538 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: 123456789012
21:28:08.538 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:28:08.538 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:28:08.538 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:28:08.538 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:28:08.538 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:28:08.538 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:28:08.538 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:28:08.538 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.538 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.538 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@70071305password: 123456789012
21:28:08.538 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:28:08.538 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:28:08.538 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:28:08.538 [main] INFO  com.stormpath.service.PasswordValidator - validating rule: Password must not contain any sequence of characters immediately followed by the same sequence
21:28:08.538 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validateCustom: customized rule: Password must not contain any sequence of characters immediately followed by the same sequence, password: 123456789012
21:28:08.538 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:28:08.538 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.538 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:28:08.538 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: 1234567890123
21:28:08.539 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:28:08.539 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:28:08.539 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:28:08.539 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:28:08.539 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:28:08.539 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:28:08.539 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:28:08.539 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.539 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.539 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@6071e6b8password: 1234567890123
21:28:08.539 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:28:08.539 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:28:08.539 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:28:08.539 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: abcde
21:28:08.539 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:28:08.539 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:28:08.539 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:28:08.539 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:28:08.539 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:28:08.539 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:28:08.539 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:28:08.540 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.540 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.540 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@55e26b7fpassword: abcde
21:28:08.540 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:28:08.540 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:28:08.540 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:28:08.540 [main] INFO  com.stormpath.service.PasswordValidator - validating rule: Password must not contain any sequence of characters immediately followed by the same sequence
21:28:08.540 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validateCustom: customized rule: Password must not contain any sequence of characters immediately followed by the same sequence, password: abcde
21:28:08.540 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:28:08.540 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.540 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:28:08.540 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: abcdefghi
21:28:08.540 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:28:08.540 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:28:08.540 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:28:08.540 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:28:08.540 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:28:08.540 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:28:08.540 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:28:08.540 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.540 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.541 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@3ff8ae6password: abcdefghi
21:28:08.541 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:28:08.541 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:28:08.541 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:28:08.541 [main] INFO  com.stormpath.service.PasswordValidator - validating rule: Password must not contain any sequence of characters immediately followed by the same sequence
21:28:08.541 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validateCustom: customized rule: Password must not contain any sequence of characters immediately followed by the same sequence, password: abcdefghi
21:28:08.541 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:28:08.541 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.541 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:28:08.541 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: abcdefghijklm
21:28:08.541 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:28:08.541 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:28:08.541 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:28:08.541 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:28:08.541 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:28:08.541 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:28:08.541 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:28:08.541 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.541 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.541 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@7df80416password: abcdefghijklm
21:28:08.541 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:28:08.542 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:28:08.542 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:28:08.542 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: A&D12%
21:28:08.542 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:28:08.542 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:28:08.542 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:28:08.542 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:28:08.542 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:28:08.542 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:28:08.542 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:28:08.542 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.542 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.542 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@25d480f6password: A&D12%
21:28:08.542 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:28:08.542 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:28:08.542 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:28:08.542 [main] INFO  com.stormpath.service.PasswordValidator - validating rule: Password must not contain any sequence of characters immediately followed by the same sequence
21:28:08.542 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validateCustom: customized rule: Password must not contain any sequence of characters immediately followed by the same sequence, password: A&D12%
21:28:08.542 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:28:08.542 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.542 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:28:08.543 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: .,.,23sfd
21:28:08.543 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:28:08.543 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:28:08.543 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:28:08.543 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:28:08.543 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:28:08.543 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:28:08.543 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:28:08.543 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.543 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.543 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@225ea9e1password: .,.,23sfd
21:28:08.543 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:28:08.543 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:28:08.543 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:28:08.543 [main] INFO  com.stormpath.service.PasswordValidator - validating rule: Password must not contain any sequence of characters immediately followed by the same sequence
21:28:08.543 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validateCustom: customized rule: Password must not contain any sequence of characters immediately followed by the same sequence, password: .,.,23sfd
21:28:08.543 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:28:08.543 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: abdc2134AD
21:28:08.543 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:28:08.544 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:28:08.544 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:28:08.544 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:28:08.544 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:28:08.544 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:28:08.544 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:28:08.544 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.544 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.544 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@26307ce2password: abdc2134AD
21:28:08.544 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:28:08.544 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:28:08.544 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:28:08.544 [main] INFO  com.stormpath.service.PasswordValidator - validating rule: Password must not contain any sequence of characters immediately followed by the same sequence
21:28:08.544 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validateCustom: customized rule: Password must not contain any sequence of characters immediately followed by the same sequence, password: abdc2134AD
21:28:08.544 [main] INFO  com.stormpath.service.PasswordValidator - Password is: good
21:28:08.544 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.545 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:28:08.545 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: 1234567890123
21:28:08.545 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:28:08.545 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:28:08.545 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:28:08.545 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:28:08.545 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:28:08.545 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:28:08.545 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:28:08.545 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.545 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.545 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@3956ed04password: 1234567890123
21:28:08.545 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:28:08.545 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:28:08.545 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:28:08.545 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: 1234567890123
21:28:08.545 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:28:08.545 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:28:08.545 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:28:08.546 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:28:08.546 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:28:08.546 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:28:08.546 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:28:08.546 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.546 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.546 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@79e2bf04password: 1234567890123
21:28:08.546 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:28:08.546 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:28:08.546 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:28:08.546 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: 1234567890123
21:28:08.546 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:28:08.546 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:28:08.546 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
21:28:08.546 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must be between 5 and 12 characters in length: .{5,12}
21:28:08.546 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must be between 5 and 12 characters in length, rule: .{5,12}
21:28:08.546 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must not contain any sequence of characters immediately followed by the same sequence: custom
21:28:08.546 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must not contain any sequence of characters immediately followed by the same sequence, rule: custom
21:28:08.546 [main] INFO  com.stormpath.service.PasswordRuleMgr - Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.546 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...addRule:msg: Password must consist of a mixture of lowercase letters and numerical digits only with at least one of each, rule: ^(?=.*[0-9])(?=.*[a-z])[0-9a-z]+$
21:28:08.546 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::mgr: com.stormpath.service.PasswordRuleMgr@156ade20password: 1234567890123
21:28:08.547 [main] INFO  com.stormpath.service.PasswordRuleMgr - Enter...getRuleMap
21:28:08.547 [main] INFO  com.stormpath.service.PasswordValidator - validating regex: .{5,12}
21:28:08.547 [main] INFO  com.stormpath.service.PasswordValidator - Password is: bad
21:28:08.547 [main] INFO  com.stormpath.service.PasswordValidator - Enter...validate::password: 1234567890123
21:28:08.547 [main] INFO  com.stormpath.service.ServiceProvider - Enter...getRuleMgr()
21:28:08.547 [main] INFO  com.stormpath.service.PasswordRuleMgr - ...loading default rules...
21:28:08.547 [main] INFO  com.stormpath.service.PasswordRuleMgr - rule file:rules
